"HII","16.15","0.00 (0.0 %)","16.15","16.30","16.80","16.15","215,110","3,529,000,000","0","0"
"HRC","35.20","0.00 (0.0 %)","35.20","35.20","35.20","35.20","0","0","0","0"
"HPX","28.90","0.00 (0.0 %)","28.90","28.80","28.90","27.15","366,080","10,287,000,000","0","0"
"FUCTVGF2","10.00","0.00 (0.0 %)","10.00","10.00","10.00","10.00","0","0","0","0"
"APC","20.00","0.00 (0.0 %)","20.00","19.80","20.30","19.80","18,650","373,000,000","0","0"
"DBT","13.30","0.00 (0.0 %)","13.30","13.30","13.30","13.20","1,710","23,000,000","0","0"
"DQC","14.75","0.00 (0.0 %)","14.75","14.75","14.75","14.60","33,640","496,000,000","0","0"
"DPR","45.70","0.00 (0.0 %)","45.70","45.70","45.70","45.30","26,670","1,214,000,000","0","0"
"APG","9.91","0.00 (0.0 %)","9.91","9.95","10.00","9.90","925,410","9,206,000,000","0","0"
"DAH","4.00","0.00 (0.0 %)","4.00","4.00","4.00","3.93","553,920","2,190,000,000","0","0"
"CTF","20.50","0.00 (0.0 %)","20.50","20.35","20.50","20.10","188,500","3,829,000,000","0","0"
"DAT","29.00","0.00 (0.0 %)","29.00","29.00","29.00","29.00","130","4,000,000","0","0"
"FTS","12.80","0.00 (0.0 %)","12.80","12.80","12.80","12.65","288,320","3,672,000,000","0","0"
"CII","17.00","0.00 (0.0 %)","17.00","17.05","17.10","16.85","2,257,540","38,343,000,000","0","0"
"FUCTVGF1","11.90","0.00 (0.0 %)","11.90","11.90","11.90","11.90","0","0","0","0"
"CHP","19.35","0.00 (0.0 %)","19.35","19.35","19.40","19.35","26,210","507,000,000","0","0"
"DTT","12.00","0.00 (0.0 %)","12.00","12.00","12.00","12.00","0","0","0","0"
"DTL","5.65","0.00 (0.0 %)","5.65","5.65","5.65","5.65","0","0","0","0"
"CLW","25.50","0.00 (0.0 %)","25.50","25.50","25.50","25.50","0","0","0","0"
"CMV","14.10","0.00 (0.0 %)","14.10","14.10","14.10","14.10","0","0","0","0"
"IBC","22.30","0.00 (0.0 %)","22.30","22.30","22.30","21.95","162,350","3,575,000,000","500,000","11,000,000,000"
"BIC","20.40","0.00 (0.0 %)","20.40","20.10","20.50","19.70","88,550","1,779,000,000","0","0"
"MDG","11.40","0.00 (0.0 %)","11.40","11.40","11.80","11.40","50","1,000,000","0","0"
"AAA","12.30","0.00 (0.0 %)","12.30","12.80","12.80","12.30","4,063,080","50,913,000,000","0","0"
"KHP","5.70","0.00 (0.0 %)","5.70","5.70","5.70","5.70","10,890","62,000,000","0","0"
"MSN","82.00","0.00 (0.0 %)","82.00","81.70","83.90","81.10","1,166,780","95,515,000,000","0","0"
"BCM","38.20","0.00 (0.0 %)","38.20","38.20","38.30","38.00","34,300","1,305,000,000","0","0"
"IMP","52.00","0.00 (0.0 %)","52.00","52.30","52.30","51.50","83,920","4,340,000,000","0","0"
"KPF","13.40","0.00 (0.0 %)","13.40","13.40","13.40","13.40","0","0","0","0"
"BTP","13.90","0.00 (0.0 %)","13.90","13.90","13.90","13.85","14,360","199,000,000","0","0"
"BBC","50.00","0.00 (0.0 %)","50.00","50.00","50.00","50.00","900","45,000,000","0","0"
"EMC","18.85","0.00 (0.0 %)","18.85","18.85","18.85","18.85","0","0","0","0"
